月份,排名,车型,销量,厂商,售价
201901,1,飞度,14232,广汽本田,8.18 - 10.88
201901,2,Polo,13641,上汽大众,9.09 - 12.49
201901,3,赛欧,9378,上汽通用雪佛兰,6.29 - 7.99
201901,4,YARiS L 致炫,8436,广汽丰田,8.58 - 10.38
201901,5,焕驰,7052,悦达起亚,6.49 - 6.89
201901,6,YARiS L 致享,6596,广汽丰田,8.78 - 9.38
201901,7,威驰,6377,一汽丰田,7.38 - 9.48
201901,8,宝骏310,5690,上汽通用五菱,4.09 - 5.29
201901,9,KX CROSS,5385,悦达起亚,0.00 - 0.00
201901,10,威驰FS,5192,一汽丰田,7.18 - 9.28
201901,11,长安CX20,4516,长安汽车,0.00 - 0.00
201901,12,晶锐,1512,上汽大众斯柯达,0.00 - 0.00
201901,13,名爵3,1291,上汽集团,0.00 - 0.00
201901,14,瑞纳,1010,北京现代,0.00 - 0.00
201901,15,奇瑞E3,776,奇瑞汽车,0.00 - 0.00
201901,16,悦翔,774,长安汽车,5.19 - 6.79
201901,17,悦纳,487,北京现代,7.28 - 9.68
201901,18,江淮iEV,203,江淮汽车,9.45 - 9.45
201901,19,传祺GA3S PHEV,147,广汽埃安,16.48 - 17.48
201901,20,起亚K2,111,悦达起亚,0.00 - 0.00
201901,21,和悦A30,102,江淮汽车,0.00 - 0.00
201901,22,乐风RV,11,上汽通用雪佛兰,7.49 - 9.99
201901,23,骊威,4,东风日产,0.00 - 0.00
201901,24,雨燕,3,长安铃木,0.00 - 0.00
201901,25,江铃E160,2,江铃集团新能源,0.00 - 0.00
201901,26,力帆330EV,1,力帆汽车,0.00 - 0.00
201902,1,飞度,7923,广汽本田,8.18 - 10.88
201902,2,Polo,7099,上汽大众,9.09 - 12.49
201902,3,赛欧,4459,上汽通用雪佛兰,6.29 - 7.99
201902,4,焕驰,4399,悦达起亚,6.49 - 6.89
201902,5,宝骏310,3718,上汽通用五菱,4.09 - 5.29
201902,6,YARiS L 致炫,3219,广汽丰田,8.58 - 10.38
201902,7,KX CROSS,2884,悦达起亚,0.00 - 0.00
201902,8,威驰,2819,一汽丰田,7.38 - 9.48
201902,9,YARiS L 致享,2555,广汽丰田,8.78 - 9.38
201902,10,瑞纳,2179,北京现代,0.00 - 0.00
201902,11,威驰FS,1822,一汽丰田,7.18 - 9.28
201902,12,悦纳,1506,北京现代,7.28 - 9.68
201902,13,悦翔,1070,长安汽车,5.19 - 6.79
201902,14,名爵3,532,上汽集团,0.00 - 0.00
201902,15,江淮iEV,286,江淮汽车,9.45 - 9.45
201902,16,奇瑞E3,263,奇瑞汽车,0.00 - 0.00
201902,17,起亚K2,120,悦达起亚,0.00 - 0.00
201902,18,和悦A30,98,江淮汽车,0.00 - 0.00
201902,19,雨燕,10,长安铃木,0.00 - 0.00
201902,20,风云2,10,奇瑞汽车,0.00 - 0.00
201903,1,飞度,15911,广汽本田,8.18 - 10.88
201903,2,Polo,7599,上汽大众,9.09 - 12.49
201903,3,宝骏310,7356,上汽通用五菱,4.09 - 5.29
201903,4,瑞纳,7242,北京现代,0.00 - 0.00
201903,5,赛欧,7201,上汽通用雪佛兰,6.29 - 7.99
201903,6,YARiS L 致炫,5662,广汽丰田,8.58 - 10.38
201903,7,威驰,5362,一汽丰田,7.38 - 9.48
201903,8,悦纳,5217,北京现代,7.28 - 9.68
201903,9,焕驰,4857,悦达起亚,6.49 - 6.89
201903,10,YARiS L 致享,4039,广汽丰田,8.78 - 9.38
201903,11,KX CROSS,3076,悦达起亚,0.00 - 0.00
201903,12,威驰FS,3006,一汽丰田,7.18 - 9.28
201903,13,江淮iEV,1900,江淮汽车,9.45 - 9.45
201903,14,悦翔,1193,长安汽车,5.19 - 6.79
201903,15,奇瑞E3,1024,奇瑞汽车,0.00 - 0.00
201903,16,名爵3,716,上汽集团,0.00 - 0.00
201903,17,和悦A30,197,江淮汽车,0.00 - 0.00
201903,18,起亚K2,125,悦达起亚,0.00 - 0.00
201903,19,威志V5,100,天津一汽,0.00 - 0.00
201903,20,威志V2,60,天津一汽,0.00 - 0.00
201903,21,风云2,15,奇瑞汽车,0.00 - 0.00
201903,22,雨燕,2,长安铃木,0.00 - 0.00
201903,23,乐风RV,1,上汽通用雪佛兰,7.49 - 9.99
201904,1,飞度,15349,广汽本田,8.18 - 10.88
201904,2,赛欧,7331,上汽通用雪佛兰,6.29 - 7.99
201904,3,威驰,6264,一汽丰田,7.38 - 9.48
201904,4,焕驰,4626,悦达起亚,6.49 - 6.89
201904,5,Polo,4421,上汽大众,9.09 - 12.49
201904,6,瑞纳,4046,北京现代,0.00 - 0.00
201904,7,宝骏310,3231,上汽通用五菱,4.09 - 5.29
201904,8,悦纳,2530,北京现代,7.28 - 9.68
201904,9,威驰FS,2135,一汽丰田,7.18 - 9.28
201904,10,YARiS L 致炫,1682,广汽丰田,8.58 - 10.38
201904,11,KX CROSS,1358,悦达起亚,0.00 - 0.00
201904,12,名爵3,1155,上汽集团,0.00 - 0.00
201904,13,悦翔,1003,长安汽车,5.19 - 6.79
201904,14,奇瑞E3,932,奇瑞汽车,0.00 - 0.00
201904,15,YARiS L 致享,922,广汽丰田,8.78 - 9.38
201904,16,江淮iEV,889,江淮汽车,9.45 - 9.45
201904,17,和悦A30,135,江淮汽车,0.00 - 0.00
201904,18,绅宝D20,100,北京汽车,0.00 - 0.00
201904,19,起亚K2,61,悦达起亚,0.00 - 0.00
201904,20,风云2,30,奇瑞汽车,0.00 - 0.00
201904,21,传祺GA3S PHEV,5,广汽埃安,16.48 - 17.48
201904,22,江铃E160,1,江铃集团新能源,0.00 - 0.00
201904,23,乐风RV,1,上汽通用雪佛兰,7.49 - 9.99
201905,1,飞度,14506,广汽本田,8.18 - 10.88
201905,2,赛欧,8012,上汽通用雪佛兰,6.29 - 7.99
201905,3,威驰,7956,一汽丰田,7.38 - 9.48
201905,4,YARiS L 致炫,7552,广汽丰田,8.58 - 10.38
201905,5,Polo,6028,上汽大众,9.09 - 12.49
201905,6,YARiS L 致享,5537,广汽丰田,8.78 - 9.38
201905,7,焕驰,4528,悦达起亚,6.49 - 6.89
201905,8,瑞纳,3260,北京现代,0.00 - 0.00
201905,9,悦纳,2663,北京现代,7.28 - 9.68
201905,10,宝骏310,2349,上汽通用五菱,4.09 - 5.29
201905,11,威驰FS,1849,一汽丰田,7.18 - 9.28
201905,12,名爵3,1827,上汽集团,0.00 - 0.00
201905,13,凯翼C3R,1701,凯翼汽车,0.00 - 0.00
201905,14,悦翔,1455,长安汽车,5.19 - 6.79
201905,15,江淮iEV,1105,江淮汽车,9.45 - 9.45
201905,16,KX CROSS,1070,悦达起亚,0.00 - 0.00
201905,17,奇瑞E3,679,奇瑞汽车,0.00 - 0.00
201905,18,风云2,20,奇瑞汽车,0.00 - 0.00
201905,19,起亚K2,9,悦达起亚,0.00 - 0.00
201905,20,雨燕,1,长安铃木,0.00 - 0.00
201905,21,骊威,1,东风日产,0.00 - 0.00
201906,1,飞度,15601,广汽本田,8.18 - 10.88
201906,2,赛欧,9291,上汽通用雪佛兰,6.29 - 7.99
201906,3,YARiS L 致炫,6838,广汽丰田,8.58 - 10.38
201906,4,威驰,6474,一汽丰田,7.38 - 9.48
201906,5,焕驰,6231,悦达起亚,6.49 - 6.89
201906,6,瑞纳,4840,北京现代,0.00 - 0.00
201906,7,YARiS L 致享,4785,广汽丰田,8.78 - 9.38
201906,8,江淮iEV,4674,江淮汽车,9.45 - 9.45
201906,9,Polo,4312,上汽大众,9.09 - 12.49
201906,10,宝骏310,3289,上汽通用五菱,4.09 - 5.29
201906,11,名爵3,2869,上汽集团,0.00 - 0.00
201906,12,威驰FS,2164,一汽丰田,7.18 - 9.28
201906,13,KX CROSS,2092,悦达起亚,0.00 - 0.00
201906,14,悦纳,1554,北京现代,7.28 - 9.68
201906,15,悦翔,1458,长安汽车,5.19 - 6.79
201906,16,奇瑞E3,991,奇瑞汽车,0.00 - 0.00
201906,17,起亚K2,151,悦达起亚,0.00 - 0.00
201906,18,绅宝D20,10,北京汽车,0.00 - 0.00
201906,19,传祺GA3S PHEV,3,广汽埃安,16.48 - 17.48
201906,20,雨燕,2,长安铃木,0.00 - 0.00
201907,1,赛欧,9719,上汽通用雪佛兰,6.29 - 7.99
201907,2,YARiS L 致炫,6545,广汽丰田,8.58 - 10.38
201907,3,焕驰,6231,悦达起亚,6.49 - 6.89
201907,4,飞度,5180,广汽本田,8.18 - 10.88
201907,5,威驰,4952,一汽丰田,7.38 - 9.48
201907,6,Polo,4909,上汽大众,9.09 - 12.49
201907,7,瑞纳,4720,北京现代,0.00 - 0.00
201907,8,YARiS L 致享,4062,广汽丰田,8.78 - 9.38
201907,9,宝骏310,3585,上汽通用五菱,4.09 - 5.29
201907,10,悦纳,1532,北京现代,7.28 - 9.68
201907,11,名爵3,1230,上汽集团,0.00 - 0.00
201907,12,威驰FS,1209,一汽丰田,7.18 - 9.28
201907,13,KX CROSS,1032,悦达起亚,0.00 - 0.00
201907,14,悦翔,945,长安汽车,5.19 - 6.79
201907,15,奇瑞E3,893,奇瑞汽车,0.00 - 0.00
201907,16,江淮iEV,216,江淮汽车,9.45 - 9.45
201907,17,起亚K2,151,悦达起亚,0.00 - 0.00
201907,18,风云2,120,奇瑞汽车,0.00 - 0.00
201907,19,长安CX20,0,长安汽车,0.00 - 0.00
201907,20,威志V5,0,天津一汽,0.00 - 0.00
201907,21,和悦A30,0,江淮汽车,0.00 - 0.00
201907,22,凯翼C3R,0,凯翼汽车,0.00 - 0.00
201907,23,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
201907,24,江铃E160,0,江铃集团新能源,0.00 - 0.00
201907,25,力帆330EV,0,力帆汽车,0.00 - 0.00
201907,26,雨燕,0,长安铃木,0.00 - 0.00
201907,27,绅宝D20,0,北京汽车,0.00 - 0.00
201907,28,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
201907,29,骊威,0,东风日产,0.00 - 0.00
201907,30,晶锐,0,上汽大众斯柯达,0.00 - 0.00
201907,31,威志V2,0,天津一汽,0.00 - 0.00
201908,1,赛欧,10259,上汽通用雪佛兰,6.29 - 7.99
201908,2,焕驰,6954,悦达起亚,6.49 - 6.89
201908,3,Polo,5482,上汽大众,9.09 - 12.49
201908,4,瑞纳,4968,北京现代,0.00 - 0.00
201908,5,飞度,4649,广汽本田,8.18 - 10.88
201908,6,威驰,4613,一汽丰田,7.38 - 9.48
201908,7,YARiS L 致炫,4469,广汽丰田,8.58 - 10.38
201908,8,宝骏310,3098,上汽通用五菱,4.09 - 5.29
201908,9,YARiS L 致享,2911,广汽丰田,8.78 - 9.38
201908,10,悦翔,2540,长安汽车,5.19 - 6.79
201908,11,威驰FS,2062,一汽丰田,7.18 - 9.28
201908,12,KX CROSS,1690,悦达起亚,0.00 - 0.00
201908,13,名爵3,826,上汽集团,0.00 - 0.00
201908,14,奇瑞E3,781,奇瑞汽车,0.00 - 0.00
201908,15,悦纳,559,北京现代,7.28 - 9.68
201908,16,起亚K2,317,悦达起亚,0.00 - 0.00
201908,17,江淮iEV,58,江淮汽车,9.45 - 9.45
201908,18,风云2,15,奇瑞汽车,0.00 - 0.00
201908,19,传祺GA3S PHEV,1,广汽埃安,16.48 - 17.48
201908,20,凯翼C3R,0,凯翼汽车,0.00 - 0.00
201908,21,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
201908,22,江铃E160,0,江铃集团新能源,0.00 - 0.00
201908,23,力帆330EV,0,力帆汽车,0.00 - 0.00
201908,24,雨燕,0,长安铃木,0.00 - 0.00
201908,25,骊威,0,东风日产,0.00 - 0.00
201908,26,晶锐,0,上汽大众斯柯达,0.00 - 0.00
201908,27,威志V2,0,天津一汽,0.00 - 0.00
201908,28,长安CX20,0,长安汽车,0.00 - 0.00
201908,29,威志V5,0,天津一汽,0.00 - 0.00
201908,30,和悦A30,0,江淮汽车,0.00 - 0.00
201908,31,绅宝D20,0,北京汽车,0.00 - 0.00
201909,1,赛欧,10619,上汽通用雪佛兰,6.29 - 7.99
201909,2,焕驰,7350,悦达起亚,6.49 - 6.89
201909,3,YARiS L 致炫,6323,广汽丰田,8.58 - 10.38
201909,4,瑞纳,5812,北京现代,0.00 - 0.00
201909,5,飞度,5052,广汽本田,8.18 - 10.88
201909,6,Polo,4751,上汽大众,9.09 - 12.49
201909,7,YARiS L 致享,3675,广汽丰田,8.78 - 9.38
201909,8,威驰,3553,一汽丰田,7.38 - 9.48
201909,9,宝骏310,3529,上汽通用五菱,4.09 - 5.29
201909,10,威驰FS,1614,一汽丰田,7.18 - 9.28
201909,11,KX CROSS,1311,悦达起亚,0.00 - 0.00
201909,12,名爵3,1278,上汽集团,0.00 - 0.00
201909,13,奇瑞E3,1121,奇瑞汽车,0.00 - 0.00
201909,14,悦翔,1077,长安汽车,5.19 - 6.79
201909,15,风云2,495,奇瑞汽车,0.00 - 0.00
201909,16,悦纳,304,北京现代,7.28 - 9.68
201909,17,江淮iEV,142,江淮汽车,9.45 - 9.45
201909,18,威志V2,60,天津一汽,0.00 - 0.00
201909,19,起亚K2,59,悦达起亚,0.00 - 0.00
201909,20,绅宝D20,43,北京汽车,0.00 - 0.00
201909,21,雨燕,0,长安铃木,0.00 - 0.00
201909,22,骊威,0,东风日产,0.00 - 0.00
201909,23,晶锐,0,上汽大众斯柯达,0.00 - 0.00
201909,24,长安CX20,0,长安汽车,0.00 - 0.00
201909,25,威志V5,0,天津一汽,0.00 - 0.00
201909,26,和悦A30,0,江淮汽车,0.00 - 0.00
201909,27,凯翼C3R,0,凯翼汽车,0.00 - 0.00
201909,28,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
201909,29,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
201909,30,江铃E160,0,江铃集团新能源,0.00 - 0.00
201909,31,力帆330EV,0,力帆汽车,0.00 - 0.00
201910,1,YARiS L 致炫,10084,广汽丰田,8.58 - 10.38
201910,2,赛欧,8537,上汽通用雪佛兰,6.29 - 7.99
201910,3,焕驰,5884,悦达起亚,6.49 - 6.89
201910,4,悦纳,5009,北京现代,7.28 - 9.68
201910,5,瑞纳,4824,北京现代,0.00 - 0.00
201910,6,Polo,4742,上汽大众,9.09 - 12.49
201910,7,飞度,4212,广汽本田,8.18 - 10.88
201910,8,威驰,3716,一汽丰田,7.38 - 9.48
201910,9,YARiS L 致享,3142,广汽丰田,8.78 - 9.38
201910,10,宝骏310,2724,上汽通用五菱,4.09 - 5.29
201910,11,悦翔,1727,长安汽车,5.19 - 6.79
201910,12,名爵3,1493,上汽集团,0.00 - 0.00
201910,13,威驰FS,1366,一汽丰田,7.18 - 9.28
201910,14,奇瑞E3,951,奇瑞汽车,0.00 - 0.00
201910,15,江淮iEV,89,江淮汽车,9.45 - 9.45
201910,16,KX CROSS,66,悦达起亚,0.00 - 0.00
201910,17,风云2,20,奇瑞汽车,0.00 - 0.00
201910,18,起亚K2,5,悦达起亚,0.00 - 0.00
201910,19,力帆330EV,2,力帆汽车,0.00 - 0.00
201910,20,雨燕,0,长安铃木,0.00 - 0.00
201910,21,骊威,0,东风日产,0.00 - 0.00
201910,22,晶锐,0,上汽大众斯柯达,0.00 - 0.00
201910,23,威志V2,0,天津一汽,0.00 - 0.00
201910,24,长安CX20,0,长安汽车,0.00 - 0.00
201910,25,威志V5,0,天津一汽,0.00 - 0.00
201910,26,和悦A30,0,江淮汽车,0.00 - 0.00
201910,27,绅宝D20,0,北京汽车,0.00 - 0.00
201910,28,凯翼C3R,0,凯翼汽车,0.00 - 0.00
201910,29,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
201910,30,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
201910,31,江铃E160,0,江铃集团新能源,0.00 - 0.00
201911,1,Polo,8214,上汽大众,9.09 - 12.49
201911,2,YARiS L 致炫,7141,广汽丰田,8.58 - 10.38
201911,3,焕驰,6324,悦达起亚,6.49 - 6.89
201911,4,瑞纳,5682,北京现代,0.00 - 0.00
201911,5,赛欧,5211,上汽通用雪佛兰,6.29 - 7.99
201911,6,悦纳,4888,北京现代,7.28 - 9.68
201911,7,威驰,4194,一汽丰田,7.38 - 9.48
201911,8,飞度,4143,广汽本田,8.18 - 10.88
201911,9,YARiS L 致享,3825,广汽丰田,8.78 - 9.38
201911,10,宝骏310,2067,上汽通用五菱,4.09 - 5.29
201911,11,名爵3,1740,上汽集团,0.00 - 0.00
201911,12,威驰FS,1335,一汽丰田,7.18 - 9.28
201911,13,悦翔,1211,长安汽车,5.19 - 6.79
201911,14,奇瑞E3,1136,奇瑞汽车,0.00 - 0.00
201911,15,风云2,480,奇瑞汽车,0.00 - 0.00
201911,16,江淮iEV,402,江淮汽车,9.45 - 9.45
201911,17,绅宝D20,30,北京汽车,0.00 - 0.00
201911,18,KX CROSS,18,悦达起亚,0.00 - 0.00
201911,19,起亚K2,1,悦达起亚,0.00 - 0.00
201911,20,雨燕,0,长安铃木,0.00 - 0.00
201911,21,骊威,0,东风日产,0.00 - 0.00
201911,22,晶锐,0,上汽大众斯柯达,0.00 - 0.00
201911,23,威志V2,0,天津一汽,0.00 - 0.00
201911,24,长安CX20,0,长安汽车,0.00 - 0.00
201911,25,威志V5,0,天津一汽,0.00 - 0.00
201911,26,和悦A30,0,江淮汽车,0.00 - 0.00
201911,27,凯翼C3R,0,凯翼汽车,0.00 - 0.00
201911,28,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
201911,29,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
201911,30,江铃E160,0,江铃集团新能源,0.00 - 0.00
201911,31,力帆330EV,0,力帆汽车,0.00 - 0.00
201912,1,焕驰,12865,悦达起亚,6.49 - 6.89
201912,2,悦纳,11300,北京现代,7.28 - 9.68
201912,3,YARiS L 致享,10166,广汽丰田,8.78 - 9.38
201912,4,YARiS L 致炫,7013,广汽丰田,8.58 - 10.38
201912,5,宝骏310,6488,上汽通用五菱,4.09 - 5.29
201912,6,瑞纳,6214,北京现代,0.00 - 0.00
201912,7,飞度,3622,广汽本田,8.18 - 10.88
201912,8,威驰,3049,一汽丰田,7.38 - 9.48
201912,9,奇瑞E3,2724,奇瑞汽车,0.00 - 0.00
201912,10,Polo,2490,上汽大众,9.09 - 12.49
201912,11,悦翔,1825,长安汽车,5.19 - 6.79
201912,12,威驰FS,1278,一汽丰田,7.18 - 9.28
201912,13,绅宝D20,1236,北京汽车,0.00 - 0.00
201912,14,名爵3,608,上汽集团,0.00 - 0.00
201912,15,赛欧,156,上汽通用雪佛兰,6.29 - 7.99
201912,16,江淮iEV,93,江淮汽车,9.45 - 9.45
201912,17,和悦A30,80,江淮汽车,0.00 - 0.00
201912,18,起亚K2,14,悦达起亚,0.00 - 0.00
201912,19,悦翔V3,0,长安汽车,4.39 - 5.29
201912,20,夏利N7,0,天津一汽,0.00 - 0.00
201912,21,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
201912,22,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
201912,23,江铃E160,0,江铃集团新能源,0.00 - 0.00
201912,24,KX CROSS,0,悦达起亚,0.00 - 0.00
201912,25,力帆330EV,0,力帆汽车,0.00 - 0.00
201912,26,长安CX20,0,长安汽车,0.00 - 0.00
201912,27,凯翼C3R,0,凯翼汽车,0.00 - 0.00
201912,28,金刚,0,吉利汽车,0.00 - 0.00
201912,29,雨燕,0,长安铃木,0.00 - 0.00
201912,30,风云2,0,奇瑞汽车,0.00 - 0.00
201912,31,骊威,0,东风日产,0.00 - 0.00
201912,32,晶锐,0,上汽大众斯柯达,0.00 - 0.00
201912,33,夏利N5,0,天津一汽,0.00 - 0.00
201912,34,威志V2,0,天津一汽,0.00 - 0.00
201912,35,威志V5,0,天津一汽,0.00 - 0.00
202001,1,YARiS L 致炫,8547,广汽丰田,8.58 - 10.38
202001,2,威驰,5141,一汽丰田,7.38 - 9.48
202001,3,焕驰,5113,悦达起亚,6.49 - 6.89
202001,4,瑞纳,4094,北京现代,0.00 - 0.00
202001,5,宝骏310,3699,上汽通用五菱,4.09 - 5.29
202001,6,飞度,3204,广汽本田,8.18 - 10.88
202001,7,悦纳,2413,北京现代,7.28 - 9.68
202001,8,YARiS L 致享,2295,广汽丰田,8.78 - 9.38
202001,9,威驰FS,2159,一汽丰田,7.18 - 9.28
202001,10,Polo,1809,上汽大众,9.09 - 12.49
202001,11,赛欧,1576,上汽通用雪佛兰,6.29 - 7.99
202001,12,悦翔,1005,长安汽车,5.19 - 6.79
202001,13,名爵3,1003,上汽集团,0.00 - 0.00
202001,14,奇瑞E3,658,奇瑞汽车,0.00 - 0.00
202001,15,起亚K2,490,悦达起亚,0.00 - 0.00
202001,16,江淮iEV,210,江淮汽车,9.45 - 9.45
202001,17,KX CROSS,181,悦达起亚,0.00 - 0.00
202001,18,和悦A30,125,江淮汽车,0.00 - 0.00
202001,19,力帆530,0,力帆汽车,0.00 - 0.00
202001,20,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202001,21,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202001,22,江铃E160,0,江铃集团新能源,0.00 - 0.00
202001,23,力帆330EV,0,力帆汽车,0.00 - 0.00
202001,24,金刚,0,吉利汽车,0.00 - 0.00
202001,25,风云2,0,奇瑞汽车,0.00 - 0.00
202001,26,长安CX20,0,长安汽车,0.00 - 0.00
202001,27,悦翔V3,0,长安汽车,4.39 - 5.29
202001,28,绅宝D20,0,北京汽车,0.00 - 0.00
202001,29,凯翼C3R,0,凯翼汽车,0.00 - 0.00
202001,30,雨燕,0,长安铃木,0.00 - 0.00
202001,31,骊威,0,东风日产,0.00 - 0.00
202001,32,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202001,33,夏利N5,0,天津一汽,0.00 - 0.00
202001,34,威志V2,0,天津一汽,0.00 - 0.00
202001,35,威志V5,0,天津一汽,0.00 - 0.00
202001,36,夏利N7,0,天津一汽,0.00 - 0.00
202002,1,赛欧,1732,上汽通用雪佛兰,6.29 - 7.99
202002,2,焕驰,1393,悦达起亚,6.49 - 6.89
202002,3,YARiS L 致炫,1132,广汽丰田,8.58 - 10.38
202002,4,瑞纳,778,北京现代,0.00 - 0.00
202002,5,威驰,563,一汽丰田,7.38 - 9.48
202002,6,悦翔,519,长安汽车,5.19 - 6.79
202002,7,YARiS L 致享,447,广汽丰田,8.78 - 9.38
202002,8,Polo,308,上汽大众,9.09 - 12.49
202002,9,飞度,248,广汽本田,8.18 - 10.88
202002,10,名爵3,224,上汽集团,0.00 - 0.00
202002,11,威驰FS,184,一汽丰田,7.18 - 9.28
202002,12,奇瑞E3,166,奇瑞汽车,0.00 - 0.00
202002,13,宝骏310,162,上汽通用五菱,4.09 - 5.29
202002,14,和悦A30,31,江淮汽车,0.00 - 0.00
202002,15,悦纳,28,北京现代,7.28 - 9.68
202002,16,江淮iEV,12,江淮汽车,9.45 - 9.45
202002,17,力帆530,0,力帆汽车,0.00 - 0.00
202002,18,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202002,19,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202002,20,江铃E160,0,江铃集团新能源,0.00 - 0.00
202002,21,KX CROSS,0,悦达起亚,0.00 - 0.00
202002,22,力帆330EV,0,力帆汽车,0.00 - 0.00
202002,23,金刚,0,吉利汽车,0.00 - 0.00
202002,24,风云2,0,奇瑞汽车,0.00 - 0.00
202002,25,长安CX20,0,长安汽车,0.00 - 0.00
202002,26,悦翔V3,0,长安汽车,4.39 - 5.29
202002,27,绅宝D20,0,北京汽车,0.00 - 0.00
202002,28,凯翼C3R,0,凯翼汽车,0.00 - 0.00
202002,29,雨燕,0,长安铃木,0.00 - 0.00
202002,30,骊威,0,东风日产,0.00 - 0.00
202002,31,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202002,32,夏利N5,0,天津一汽,0.00 - 0.00
202002,33,威志V2,0,天津一汽,0.00 - 0.00
202002,34,起亚K2,0,悦达起亚,0.00 - 0.00
202002,35,威志V5,0,天津一汽,0.00 - 0.00
202002,36,夏利N7,0,天津一汽,0.00 - 0.00
202003,1,YARiS L 致炫,7002,广汽丰田,8.58 - 10.38
202003,2,焕驰,6488,悦达起亚,6.49 - 6.89
202003,3,威驰,3240,一汽丰田,7.38 - 9.48
202003,4,赛欧,3000,上汽通用雪佛兰,6.29 - 7.99
202003,5,悦纳,2995,北京现代,7.28 - 9.68
202003,6,瑞纳,2995,北京现代,0.00 - 0.00
202003,7,飞度,2976,广汽本田,8.18 - 10.88
202003,8,YARiS L 致享,2675,广汽丰田,8.78 - 9.38
202003,9,Polo,1966,上汽大众,9.09 - 12.49
202003,10,宝骏310,1769,上汽通用五菱,4.09 - 5.29
202003,11,威驰FS,1442,一汽丰田,7.18 - 9.28
202003,12,名爵3,1138,上汽集团,0.00 - 0.00
202003,13,奇瑞E3,846,奇瑞汽车,0.00 - 0.00
202003,14,悦翔,798,长安汽车,5.19 - 6.79
202003,15,江淮iEV,182,江淮汽车,9.45 - 9.45
202003,16,和悦A30,167,江淮汽车,0.00 - 0.00
202003,17,KX CROSS,49,悦达起亚,0.00 - 0.00
202003,18,起亚K2,31,悦达起亚,0.00 - 0.00
202003,19,绅宝D20,12,北京汽车,0.00 - 0.00
202003,20,力帆330EV,2,力帆汽车,0.00 - 0.00
202003,21,力帆530,0,力帆汽车,0.00 - 0.00
202003,22,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202003,23,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202003,24,江铃E160,0,江铃集团新能源,0.00 - 0.00
202003,25,金刚,0,吉利汽车,0.00 - 0.00
202003,26,风云2,0,奇瑞汽车,0.00 - 0.00
202003,27,长安CX20,0,长安汽车,0.00 - 0.00
202003,28,悦翔V3,0,长安汽车,4.39 - 5.29
202003,29,凯翼C3R,0,凯翼汽车,0.00 - 0.00
202003,30,雨燕,0,长安铃木,0.00 - 0.00
202003,31,骊威,0,东风日产,0.00 - 0.00
202003,32,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202003,33,夏利N5,0,天津一汽,0.00 - 0.00
202003,34,威志V2,0,天津一汽,0.00 - 0.00
202003,35,威志V5,0,天津一汽,0.00 - 0.00
202003,36,夏利N7,0,天津一汽,0.00 - 0.00
202004,1,YARiS L 致炫,7488,广汽丰田,8.58 - 10.38
202004,2,飞度,5828,广汽本田,8.18 - 10.88
202004,3,威驰,5739,一汽丰田,7.38 - 9.48
202004,4,焕驰,3971,悦达起亚,6.49 - 6.89
202004,5,赛欧,3644,上汽通用雪佛兰,6.29 - 7.99
202004,6,YARiS L 致享,3557,广汽丰田,8.78 - 9.38
202004,7,瑞纳,2695,北京现代,0.00 - 0.00
202004,8,威驰FS,2545,一汽丰田,7.18 - 9.28
202004,9,Polo,2207,上汽大众,9.09 - 12.49
202004,10,宝骏310,2136,上汽通用五菱,4.09 - 5.29
202004,11,名爵3,1454,上汽集团,0.00 - 0.00
202004,12,风云2,480,奇瑞汽车,0.00 - 0.00
202004,13,奇瑞E3,346,奇瑞汽车,0.00 - 0.00
202004,14,江淮iEV,306,江淮汽车,9.45 - 9.45
202004,15,和悦A30,62,江淮汽车,0.00 - 0.00
202004,16,KX CROSS,55,悦达起亚,0.00 - 0.00
202004,17,起亚K2,34,悦达起亚,0.00 - 0.00
202004,18,悦翔,20,长安汽车,5.19 - 6.79
202004,19,力帆330EV,2,力帆汽车,0.00 - 0.00
202004,20,雨燕,0,长安铃木,0.00 - 0.00
202004,21,骊威,0,东风日产,0.00 - 0.00
202004,22,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202004,23,夏利N5,0,天津一汽,0.00 - 0.00
202004,24,威志V2,0,天津一汽,0.00 - 0.00
202004,25,威志V5,0,天津一汽,0.00 - 0.00
